,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,LE_angle,RE_angle,Xbound,Ybound,frame_num,action
389,[     57.688       306.5],[     63.969         291],[      41.75      289.25],[     66.188         301],[     3.6875      288.75],[     41.562       395.5],[     6.8281       391.5],[     32.875         515],[     11.125         510],[     33.125       602.5],[     8.7812       599.5],[     19.844         627],[     5.0938         627],[     10.688         798],[     6.8281         798],[     8.0312         957],[     8.1562         960],175.67828185949674,183.57673694307425,"[0.34375, 83.28125]","[223.734375, 1020.234375]",390,stand
390,[       73.5         303],[     78.625         288],[     58.531      286.25],[     73.062      296.25],[     14.062      285.75],[     53.625         395],[       6.25         386],[     47.562       516.5],[     11.984         506],[      54.25         605],[     13.344       601.5],[     28.625       619.5],[     6.2656       618.5],[     14.188         786],[     8.5938         787],[     6.8438         951],[     6.5156       954.5],172.82213333123252,181.92037129475446,"[0.15625, 91.03125]","[220.3125, 1015.3125]",391,stand
391,[     90.562      304.25],[     96.938       288.5],[     75.125      286.75],[     95.062         297],[      25.75      283.75],[     66.375       392.5],[     3.7656         382],[     67.312         514],[      7.375         503],[     83.188         602],[     17.359       601.5],[     41.938         618],[     7.7969       617.5],[     19.688       784.5],[     9.8125         786],[     5.6562         947],[     6.8281         951],170.21604316941267,175.92062800786005,"[-0.71875, 105.15625]","[214.765625, 1009.765625]",392,stand
392,[     103.19         305],[     109.75      290.25],[     88.625         288],[     110.31         297],[     39.312      282.25],[     77.312         393],[          2         381],[     79.875       516.5],[      2.375       509.5],[      82.25       620.5],[     43.594       615.5],[     53.406       622.5],[      6.125       622.5],[     29.281         786],[      8.625       793.5],[     4.6562       941.5],[     11.203         952],179.88044898172635,158.9183298919388,"[-0.46875, 109.21875]","[220.234375, 1004.234375]",393,stand
393,[     115.75         306],[     119.38         293],[     104.12       289.5],[     110.25         294],[      51.25       281.5],[     87.938      392.25],[     3.4062       373.5],[     92.188       517.5],[      1.125         510],[     103.88         620],[     51.125       615.5],[     64.438       621.5],[     10.094       620.5],[     33.625         785],[     14.688         787],[     5.5938         951],[      5.125         954],175.43840092414646,153.68468852311273,"[-0.1875, 129.8125]","[214.6875, 1008.1875]",394,stand
394,[     128.25         307],[     130.75      293.25],[        117      291.25],[     117.62       293.5],[     64.062       282.5],[     95.375      391.75],[          8         374],[      104.5         513],[    -1.3125         504],[     135.25         608],[     49.062       608.5],[     71.375       615.5],[     16.031       614.5],[     45.438       781.5],[     30.188         784],[      4.375         952],[     2.8438         962],166.3678890837351,150.16590169730483,"[-0.21875, 165.78125]","[214.5, 1008.0]",395,stand
395,[     140.75         309],[     144.25      295.25],[     129.25         293],[     131.12         295],[     77.875      283.75],[     107.56       393.5],[      13.25       379.5],[     123.62         513],[     -2.125       507.5],[     168.62         602],[     45.188         611],[     72.125         621],[       16.5         619],[     21.062         787],[     74.938       777.5],[     -1.375         951],[         -1       948.5],160.8335023566836,148.58425399360164,"[-0.5, 203.25]","[217.25, 1025.75]",396,walk
396,[     154.38      309.75],[      158.5       296.5],[     142.88       293.5],[     146.12       297.5],[     92.562         286],[     119.81         397],[      24.75       381.5],[      138.5       515.5],[    -6.3125       502.5],[     197.88       592.5],[     29.469         597],[     77.875       621.5],[     26.344         620],[     29.688         776],[     94.875         775],[     8.6875       942.5],[     29.812       953.5],151.32580714984744,144.8636816359361,"[-0.25, 241.0]","[216.6875, 1035.6875]",397,walk
397,[        168       310.5],[     170.88      296.75],[        157       294.5],[     150.62       296.5],[     105.75         289],[     134.88         399],[     35.875       384.5],[        158       512.5],[     3.3125      503.75],[     226.75       584.5],[     35.125       599.5],[     87.562       622.5],[       38.5         620],[     46.062       783.5],[     113.88         776],[     4.4375         958],[     87.375         967],147.83883320866227,146.34826473165984,"[0.1875, 274.4375]","[222.0, 1034.5]",398,walk
398,[     180.25      313.25],[     184.25       299.5],[     169.62      297.25],[      168.5      300.25],[     119.12       291.5],[     149.62      401.25],[     49.125         388],[        181       511.5],[      6.625         497],[     253.25       577.5],[     38.875       578.5],[     102.62         625],[       50.5         623],[     52.312         781],[      131.5       779.5],[     0.6875         957],[     140.25         976],148.2968567861126,137.1097999823888,"[-0.90625, 304.09375]","[221.5625, 1030.0625]",399,walk
399,[     194.25      315.25],[     197.62         301],[     183.25         299],[     181.75      302.25],[     132.75         294],[        164      403.25],[     57.375       390.5],[     201.88       512.5],[       6.75      507.25],[     281.25         573],[        7.5         610],[      120.5         629],[     63.625         628],[     57.438         785],[      147.5       789.5],[     3.1875         959],[        187       976.5],146.4353274867743,156.13932629505484,"[-0.5, 329.75]","[222.0, 1022.0]",400,walk
400,[     206.38         317],[        210       303.5],[        196       300.5],[      194.5       304.5],[     146.12         296],[      178.5         404],[     70.062      394.25],[      219.5         511],[     15.625       519.5],[        305       572.5],[      4.875         629],[      139.5         631],[      80.75         631],[     65.375         786],[     161.25         794],[     4.0625         957],[     220.88         972],146.69311006335712,162.11571368177465,"[-0.5, 351.0]","[224.0, 1016.0]",401,walk
401,[        221      317.75],[     224.38         303],[     210.25       301.5],[        204         304],[     160.38       298.5],[     192.25       404.5],[     84.938         399],[     232.88      510.25],[     31.875       527.5],[      320.5       567.5],[       8.25         651],[     152.88         633],[     95.875         634],[     82.438       787.5],[     175.12         795],[       7.25       955.5],[      234.5       971.5],144.17350368881304,168.39201514866008,"[-0.71875, 372.78125]","[227.0, 1016.0]",402,walk
402,[     234.75       319.5],[      238.5       305.5],[     224.38         303],[     220.12      306.75],[      175.5       300.5],[      208.5      406.75],[     104.19         401],[     247.62       514.5],[       53.5         525],[     330.75         570],[      29.25         641],[     169.88         636],[     116.75       637.5],[     94.062         793],[     188.38         802],[      10.25         953],[     240.38       977.5],143.6862324529143,169.57445280883474,"[-1.59375, 387.15625]","[228.125, 1017.125]",403,stand
403,[     254.75         318],[     258.25      303.25],[      240.5         303],[      245.5         310],[        191       303.5],[        222       405.5],[      120.5       403.5],[     264.25         515],[     76.125       529.5],[     344.25       573.5],[      55.25         642],[      192.5       638.5],[     135.25       639.5],[     121.25         790],[      202.5         802],[      16.75         929],[     239.12         976],147.27498419530178,171.1106189930575,"[-4.484375, 400.265625]","[229.25, 1029.75]",404,walk
404,[        268       317.5],[      271.5      303.25],[     253.75         303],[      258.5         309],[     207.75       302.5],[      234.5         402],[     140.62       400.5],[        276         515],[     101.88       528.5],[     350.25         580],[     86.812       644.5],[     212.25         636],[     158.38       637.5],[     145.75         792],[        217         806],[      27.25       925.5],[        248         976],151.36567457205084,170.55554376709262,"[-4.09375, 407.90625]","[228.8125, 1029.3125]",405,walk
